ID,Name,Brand,Category,Price,Currency,In stock,Images,Description chars,Description status,Duplicate group,Recommendation,Source URL
2522,Aiper Scuba S1 (2026 Edition) – Kabelloser Poolreinigungsroboter für Pools bis 150 m²,Aiper,Poolroboter,375.00,EUR,True,5,1767,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/aiper-scuba-s1-2026-edition-kabelloser-poolreinigungsroboter-fuer-pools-bis-150-m%c2%b2/
2509,Beatbot Sora P7 Poolroboter,Beatbot,Poolroboter,875.00,EUR,True,12,2879,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/beatbot-sora-p7-poolroboter/
2497,Beatbot Sora P1 Poolroboter,Beatbot,Poolroboter,430.00,EUR,True,11,2805,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/beatbot-sora-p1-poolroboter/
2483,Beatbot AquaSense 2 Ultra Poolroboter,Beatbot,Poolroboter,2150.00,EUR,True,13,4479,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/beatbot-aquasense-2-ultra-poolroboter/
2465,Beatbot AquaSense 2 Pro Poolroboter,Beatbot,Poolroboter,1650.00,EUR,True,17,3192,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/beatbot-aquasense-2-pro-poolroboter/
2455,Beatbot AquaSense 2 Poolroboter,Beatbot,Poolroboter,850.00,EUR,True,6,3414,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/beatbot-aquasense-2-poolroboter/
2443,10 Fuß Lagercontainer mit Schwerlastregalen + Strompaket,,Lagercontainer,2500.00,EUR,True,10,1420,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/10-fuss-lagercontainer-mit-schwerlastregalen-strompaket/
2428,"15FT Lagercontainer 3,20m Breite – Isoliert",,Lagercontainer,6500.00,EUR,True,13,1237,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/2428/
2424,15FT Lagercontainer mit Schiebetüren,,Lagercontainer,4950.00,EUR,True,3,1442,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/15ft-lagercontainer-mit-schiebetueren/
2418,12 Fuß Lagercontainer mit Gabeltaschen – Neu,,Lagercontainer,1550.00,EUR,True,5,1995,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/12-fuss-lagercontainer-mit-gabeltaschen-neu/
2396,Neuer 10-Fuß-Lagercontainer,,Lagercontainer,750.00,EUR,True,21,1471,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/neuer-10-fuss-lagercontainer/
2385,Lagercontainer 3×2 m – Doppeltür lange Seite – Anthrazit RAL 7016,,Lagercontainer,1800.00,EUR,True,8,1983,near-duplicate,near-3,Rewrite — largely shared copy with other products,https://containersolutionscs.de/produkt/lagercontainer-3x2-m-doppeltuer-lange-seite-anthrazit-ral-7016/
2377,3m Lagercontainer mit Antikondensat und Doppeltür,,Lagercontainer,1850.00,EUR,True,7,1823,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/3m-lagercontainer-mit-antikondensat-und-doppeltuer/
2366,"20-Fuß-Containerpool, anthrazitgrau, mit Jet-Swim-Funktion",,Containerpool,5399.00,EUR,True,9,1873,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-containerpool-anthrazitgrau-mit-jet-swim-funktion/
2351,"Industrieller Pool-Container, 6 Meter, Schwarz – Neu",,Containerpool,6700.00,EUR,True,13,2195,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/industrieller-pool-container-6-meter-schwarz-neu/
2342,Pool-Container 20 Fuß – Plug & Play Komplettset,,Containerpool,5500.00,EUR,True,8,2387,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/pool-container-20-fuss-plug-play-komplettset/
2333,"Container-Spa-Pool 3,0 × 3,0 m, Whirlpool, Komfortpaket",,Containerpool,3799.00,EUR,True,8,1190,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/container-spa-pool-30-x-30-m-whirlpool-komfortpaket/
2321,"Pool Expert Edelstahlschwimmbecken 3×6×1,34 m",Pool Expert,Containerpool,8500.00,EUR,True,10,1625,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/pool-expert-edelstahlschwimmbecken-3x6x134-m/
2310,Mini-Poolcontainer,,Containerpool,6000.00,EUR,True,10,1790,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/mini-poolcontainer/
2302,Containerpool 12 m – Mit Strandbereich aus Exotenholz,,Containerpool,6950.00,EUR,True,7,1113,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/containerpool-12-m-mit-strandbereich-aus-exotenholz/
2294,"Poolcontainer 6,20 × 2,50 m – Comfort Paket",,Containerpool,7100.00,EUR,True,6,1600,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/poolcontainer-620-x-250-m-comfort-paket/
2286,Premium-Containerpool 20 Fuß mit Schiebedach,,Containerpool,5500.00,EUR,True,7,1712,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/premium-containerpool-20-fuss-mit-schiebedach/
2278,"6,5 m × 2,5 m großer Polypropylen-Pool mit 4 m Poolfenster – Neu",,Containerpool,4250.00,EUR,True,7,1425,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/65-m-x-25-m-grosser-polypropylen-pool-mit-4-m-poolfenster-neu/
2268,"6,2 m × 2,5 m Großer Containerpool mit Wärmepumpe – Premium-Paket – Neu",,Containerpool,6500.00,EUR,True,8,1005,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/62-m-x-25-m-grosser-containerpool-mit-waermepumpe-premium-paket-neu/
2260,20 Fuß Bürocontainer Classic-Line,,,3600.00,EUR,True,7,1840,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-buerocontainer-classic-line/
2248,20-Fuß-Bürocontainer Mailand (6 × 3 m),,,4500.00,EUR,True,11,2414,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-buerocontainer-mailand-6-x-3-m/
2237,20 Fuß Bürocontainer,,,2999.00,EUR,True,9,1268,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/20-fuss-buerocontainer/
2219,Bürocontainer „Berlin“ 4×3 Meter – Neu,,,3500.00,EUR,True,16,1430,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/buerocontainer-berlin-4x3-meter-neu/
2198,Neuer 10-Fuß-Bürocontainer,,,2499.00,EUR,True,16,1257,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/neuer-10-fuss-buerocontainer/
2178,"Bürocontainer 6,00 × 2,40 m",,,4200.00,EUR,True,17,1314,unique,,"Spot-check copy is original + accurate, then submit",https://containersolutionscs.de/produkt/buerocontainer-600-x-240-m/
